"ID","Title","Creator","Owner","Value","Currency of Value","Organization","Organization ID","Pipeline","Contact person","Contact person ID","Stage","Status","Deal created","Update time","Last stage change","Next activity date","Last activity date","Won time","Last email received","Last email sent","Lost time","Deal closed on","Lost reason","Visible to","Total activities","Done activities","Activities to do","Email messages count","Expected close date","Probability","Weighted value","Currency of Weighted value","Product quantity","Product amount","Label","Product name","MRR","Currency of MRR","ARR","Currency of ARR","ACV","Currency of ACV","Source origin","Source origin ID","Source channel","Source channel ID","Archive status","Archive time","Sequence enrollment","Go-Live Target","Property Address","Latitude of Property Address","Longitude of Property Address","Apartment/suite no of Property Address","House number of Property Address","Street/road name of Property Address","District/sublocality of Property Address","City/town/village/locality of Property Address","State/county of Property Address","Region of Property Address","Country of Property Address","ZIP/Postal code of Property Address","Full/combined address of Property Address","Property Type","Qty (clarify; units, beds, sqft)","ARR forecast","Currency of ARR forecast","CapEx ROM:","Currency of CapEx ROM:","ROI/NOI/BOM sheet","Prints/Plans External link","Prints/Plans OW DropBox Link","Lead Source","Technical POC","ICP Segment","Lead Source PPP","Readiness Score","DDI Audit Status","Audit Value","Currency of Audit Value","ARR Expansion Potential","Currency of ARR Expansion Potential"
"1","East West Properties: Coloradan (Denver, CO)","Ryan Smith","Bill Douglas","2062000","USD","The Delgany","9","Sales Pipeline","","","MSA Under Review by Prospect","Lost","2016-12-27 18:04:13","2023-01-31 08:36:32","2017-01-04 04:18:11","","2017-01-12","","2017-10-16 23:25:26","2017-10-16 19:29:23","2017-04-28 14:01:59","2017-04-28 14:01:59","Elawit","All users","4","4","0","58","2016-12-31","","2062000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"32","Berman Enterprises (Baltimore, MD)","Ryan Smith","Bill Douglas","0","USD","Berman","12","Sales Pipeline","","","MQL","Open","2016-12-27 20:09:59","2023-07-20 19:28:12","2023-07-20 19:28:12","","2017-01-12","","2018-07-26 12:00:05","2018-07-25 19:48:28","","","","All users","1","1","0","8","2016-12-31","","0","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","45000","USD","420000","USD","","","","","","","","","","0","","0",""
"70","American Campus Communities deal","Bill Douglas","Bill Douglas","11978000","USD","American Campus Communities","3326","Sales Pipeline","","","MSA Queue to Issue","Lost","2017-01-04 02:49:32","2023-01-31 08:16:55","2021-04-16 19:37:29","","2017-05-25","","2017-06-20 00:09:24","2017-06-19 22:36:25","2017-06-26 22:22:04","2017-06-26 22:22:04","capex too high","All users","2","2","0","29","","","11978000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","1356000","USD","7910000","USD","","","","","","","","","","0","","0",""
"84","Tamares Group deal","Jim Cotton","Jim Cotton","0","USD","Tamares Group","3357","Sales Pipeline","Poju Zabludowicz","5118","SQL - Sales Qualified Lead","Lost","2017-01-09 19:04:19","2023-05-25 21:11:27","","","","","2017-01-16 02:37:36","2017-01-16 02:00:25","2023-05-25 21:11:27","2023-05-25 21:11:27","this is a foreign ISP, not a client prospect","All users","0","0","0","5","","","0","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"95","Infinity Urban Century Group deal","Jim Cotton","Jim Cotton","200000","USD","Infinity Urban Century Group","3329","Sales Pipeline","Etienne Locoh-Donou","5149","SQL - Sales Qualified Lead","Lost","2017-01-18 17:44:54","2023-01-31 08:16:42","","","","","2017-02-22 21:33:45","","2018-08-22 20:46:05","2018-08-22 20:46:05","Rent controlled. No increase available to owners","All users","0","0","0","2","","","200000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","40000","USD","25000","USD","","","","","","","","","","0","","0",""
"121","Industry Brighton Blvd - MDU & MTU deal","Bill Douglas","David Thomson","96000","USD","Industry","3560","Sales Pipeline","","","SAL - Engaged Conversations","Lost","2017-01-30 16:39:22","2023-01-31 08:17:31","2021-04-28 20:58:31","","2017-02-03","","2018-11-20 23:16:18","2020-09-02 22:44:57","2022-04-08 19:02:46","2022-04-08 19:02:46","Clarion failed to take action","All users","1","1","0","28","","","96000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","42000","USD","56000","USD","","","","","","","","","","0","","0",""
"123","WeatherSure Systems deal","Bill Douglas","Bill Douglas","90000","USD","WeatherSure Systems","3525","Sales Pipeline","Phil Owens","5324","MSA Under Review by Prospect","Lost","2017-01-31 17:16:40","2023-01-31 08:17:31","2017-02-15 19:12:55","","2017-02-07","","2017-02-21 17:06:27","2017-02-21 16:10:22","2017-02-21 16:05:38","2017-02-21 16:05:38","CapEx","All users","1","1","0","14","","","90000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"126","TALO - Forum RE MN deal","David Thomson","David Thomson","603076","USD","Forum RE","38","Sales Pipeline","Don Mackenzie","5346","MSA Under Review by Prospect","Lost","2017-02-08 22:38:57","2023-01-31 08:27:37","2017-09-06 20:41:01","","","","2017-09-12 20:11:43","2017-09-08 16:51:26","2018-04-24 17:02:07","2018-04-24 17:02:07","CenturyLink litigation threats","All users","0","0","0","61","","","603076","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","5307 Circle Down, Golden Valley, MN, United States","","","","5307","Circle Down","","Minneapolis","Minnesota","Hennepin County","United States","55416","5307 Circle Down, Minneapolis, MN 55416, USA","","303 units","47268","USD","272200","USD","","https://www.dropbox.com/s/0oin7k7w1qkp0kt/2017%2007-25%20Talo%20Permit%20Full%20Set.pdf?dl=0","","","","","","","","0","","0",""
"133","Country Club Gardens deal","Bill Douglas","David Thomson","2400000","USD","Broe Group","36","Sales Pipeline","","","MSA Queue to Issue","Lost","2017-02-21 02:58:09","2023-01-31 08:36:32","2021-04-16 19:37:29","","","","2017-02-28 21:43:15","2017-03-02 00:09:40","2017-04-12 16:33:23","2017-04-12 16:33:23","Gigamonster","All users","0","0","0","11","","","2400000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","32450","USD","0","","","","","","","","","","","0","","0",""
"136","DARO - Archer Apartments deal","Bill Douglas","Jim Cotton","206000","USD","DARO Management Services, LLC","3565","Sales Pipeline","Carissa Barry","5381","MSA Queue to Issue","Lost","2017-03-02 16:09:59","2023-01-31 08:16:54","2021-04-16 19:37:29","2017-11-09","2017-04-17","","2017-09-26 19:16:49","2017-09-26 18:39:04","2018-01-25 21:15:04","2018-01-25 21:15:04","Rent controlled","All users","2","1","1","77","","","206000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","30000","USD","56000","USD","","https://www.dropbox.com/s/7loqvmpzumadppe/2015.10.05_CATHEDRAL%20COURT_CONSTRUCTION%20SET_COMPLETE.pdf?dl=0","","Etienne Loch","","","","","","0","","0",""
"139","Fielden - Apartments Durham deal","Bill Douglas","Bill Douglas","1522000","USD","J.A. Fielden Co., Inc.","3568","Sales Pipeline","Joe Fielden","5382","MSA Under Review by Prospect","Lost","2017-03-07 23:49:57","2018-08-22 15:10:47","2018-08-22 15:10:47","","","","","","2018-06-22 18:35:58","2018-06-22 18:35:58","client sold property","All users","0","0","0","0","","","1522000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","224400","USD","400000","USD","","","","","","","","","","0","","0",""
"140","Tazewell Apartments deal","Bill Douglas","Bill Douglas","1378340","USD","J.A. Fielden Co., Inc.","3568","Sales Pipeline","Joe Fielden","5382","MSA Under Review by Prospect","Lost","2017-03-07 23:51:03","2018-08-22 15:10:47","2018-08-22 15:10:47","","","","","","2018-01-25 21:12:26","2018-01-25 21:12:26","Client sold property prior to contracting","All users","0","0","0","0","","","1378340","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","17319","USD","350000","USD","","","","","","","","","","0","","0",""
"145","Victory Place - Novare Group deal","Bill Douglas","Bill Douglas","540000","USD","Novare Group","3584","Sales Pipeline","Jim Borders","5405","MSA Queue to Issue","Lost","2017-03-28 17:28:51","2023-01-31 08:36:32","2021-04-16 19:37:29","","","","2018-03-21 20:24:26","2018-03-19 23:37:14","2018-05-01 16:50:16","2018-05-01 16:50:16","client sold property - unsolicited offer","All users","0","0","0","82","","","540000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","1701 Payne St, Dallas, TX 75201","","","","1701","Payne Street","","Dallas","Texas","Dallas County","United States","75201","1701 Payne St, Dallas, TX 75201, USA","","352 units","48000","USD","190000","USD","","","","Noonan","","","","","","0","","0",""
"151","Blackhawk Hotel deal - WHGHAYD, LLC","Bill Douglas","Bill Douglas","1200000","USD","Painted Sky Partners","2579","Sales Pipeline","Adam Wimmer","3865","MSA Under Review by Prospect","Lost","2017-04-18 13:12:10","2018-08-22 15:10:47","2018-08-22 15:10:47","","","","","","2018-08-22 15:09:46","2018-08-22 15:09:46","Project is a no-go","All users","0","0","0","0","","","1200000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","180000","USD","400000","USD","","","","","","","","","","0","","0",""
"155","Connects Workspace deal","Bill Douglas","Bill Douglas","114000","USD","Connects Workspace","1793","Sales Pipeline","","","MSA Queue to Issue","Lost","2017-04-28 13:56:54","2023-01-31 08:17:31","2021-04-16 19:37:30","","","","2017-05-24 18:14:36","2017-05-24 17:27:58","2017-10-23 16:28:33","2017-10-23 16:28:33","Landlord unwilling to pay","All users","0","0","0","8","","","114000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","22800","USD","0","","","","","","","","","","","0","","0",""
"158","La Vaca Cattle Co. deal","Bill Douglas","Bill Douglas","98000","USD","La Vaca Cattle Co.","3634","Sales Pipeline","Zach May","5476","MSA Under Review by Prospect","Lost","2017-05-22 18:11:16","2023-01-31 08:16:55","2017-05-25 14:55:54","","","","2017-06-03 19:25:44","2017-06-03 00:06:50","2017-10-23 16:27:43","2017-10-23 16:27:43","Overkill for client's needs","All users","0","0","0","6","","","98000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","1500","USD","8000","USD","","","","","","","","","","0","","0",""
"159","Forum RE: The Local (AZ) deal","Bill Douglas","David Thomson","596712","USD","Forum RE","38","Sales Pipeline","Adam Huff","2043","MSA Under Review by Prospect","Lost","2017-06-06 03:20:11","2023-01-31 08:16:54","2017-09-06 20:40:59","","","","2018-03-13 16:58:47","2018-03-13 16:59:38","2018-05-21 18:01:26","2018-05-21 18:01:26","client frightened by CLink threats","All users","0","0","0","7","","","596712","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","750 South Ash Avenue, Tempe, AZ 85281, United States","","","","750","South Ash Avenue","","Tempe","Arizona","Maricopa County","United States","85281","750 S Ash Ave, Tempe, AZ 85281, USA","","286 units","44616","USD","257400","USD","","see file uploaded 2017-Jun-14","","","","","","","","0","","0",""
"174","J.A. Fielden - Bluffton deal","Bill Douglas","Bill Douglas","819392","USD","J.A. Fielden Co., Inc.","3568","Sales Pipeline","Joe Fielden","5382","MSA Queue to Issue","Lost","2017-09-19 21:17:24","2023-01-31 08:16:55","2021-04-16 19:37:29","","","","2017-10-16 17:05:16","2017-12-14 20:13:14","2018-05-01 17:28:48","2018-05-01 17:28:48","client sold property - unsolicited offer","All users","0","0","0","13","","","819392","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","248 units","7932","USD","248000","USD","","","","","","","","","","0","","0",""
"176","Sterling Ranch deal","Bill Douglas","Bill Douglas","248936","USD","Sterling Ranch Development Company","3772","Sales Pipeline","Brock Smethills","5704","MSA Queue to Issue","Lost","2017-09-27 20:08:23","2023-01-31 08:27:42","2021-04-16 19:37:29","","","","2018-05-24 17:51:06","2018-05-24 17:47:53","2018-06-08 20:05:11","2018-06-08 20:05:11","Client with with CenturyLink ""for free""","All users","0","0","0","28","","","248936","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","30,000 sq ft","30000","USD","38396","USD","https://opticwise.qwilr.com/OpticWise-proposal-for-Sterling-Ranch-Civic-Center-2018-Feb-19-3JdZIFBKTeOP","http://app.procore.com","","Pi Phi Fibonacci","","","","","","0","","0",""
"180","Julian32 - Nealon Properties deal","Bill Douglas","Bill Douglas","0","USD","Nealon Properties","3789","Sales Pipeline","Phil Bangerter","5711","MSA Queue to Issue","Lost","2017-10-06 17:00:25","2023-01-31 08:16:54","2021-04-16 19:37:29","","","","2017-11-22 19:14:22","2017-11-22 19:14:20","2018-01-08 16:06:41","2018-01-08 16:06:41","Class C prop - on price","All users","0","0","0","36","","","0","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","3405 West 32nd Avenue, Denver, CO, United States","","","","3405","West 32nd Avenue","","Denver","Colorado","Denver County","United States","80211","3405 W 32nd Ave, Denver, CO 80211, USA","","114 units, 81.4 ksqft","0","","0","","https://tinyurl.com/julian32","https://www.dropbox.com/l/scl/AABLrFZDxYw_LS4vTxCawz0hjU23av98rK4","https://www.dropbox.com/sh/joerdk5nju83v2z/AAAjIQvONOa3PU1Ftb_N5JhKa?dl=0","Trammel Crow - Dave","","","","","","0","","0",""
"181","Detroit retro deal - Forum Real Estate Group","Bill Douglas","Bill Douglas","740000","USD","Forum Real Estate Group LLC","3648","Sales Pipeline","Andrew Davis","5643","MSA Queue to Issue","Lost","2017-10-06 17:37:05","2023-01-31 08:16:54","2021-04-16 19:37:29","","","","2018-02-07 14:22:21","2018-02-07 23:59:20","2018-02-13 23:33:24","2018-02-13 23:33:24","Client did not purchase this property.","All users","0","0","0","33","","","740000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","414 units","60000","USD","320000","USD","","","","","","","","","","0","","0",""
"190","HomeAdvisor deal","Bill Douglas","Bill Douglas","54740","USD","HomeAdvisor","3897","Sales Pipeline","","","MSA Queue to Issue","Lost","2018-02-28 22:04:28","2023-01-31 08:16:42","2021-04-16 19:37:29","","","","2018-03-20 15:52:11","","2018-03-23 19:55:27","2018-03-23 19:55:27","wiring only job - lost to low bid contractor","All users","0","0","0","4","","","54740","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","1515 Wynkoop Street, Denver, CO, USA","","","","1515","Wynkoop Street","","Denver","Colorado","Denver County","United States","80202","1515 Wynkoop St, Denver, CO 80202, USA","","","0","","0","","https://opticwise.qwilr.com/OpticWise-proposal-for-HomeAdvisor-2018-Feb-28-uU4UBuoSj6Ne","","","","","","","","","0","","0",""
"199","ACC 301 - Boulder deal","Bill Douglas","Bill Douglas","254000","USD","American Campus Communities","3326","Sales Pipeline","Lindsey Dalrymple","5459","MSA Queue to Issue","Lost","2018-05-01 16:47:10","2023-01-31 08:17:31","2021-04-16 19:37:29","","","","2018-05-02 17:58:13","2018-05-01 16:47:45","2018-10-19 15:36:07","2018-10-19 15:36:07","unknown","All users","0","0","0","8","","","254000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","2019-07-14","820 28th St, Boulder, CO","","","","820","28th Street","","Boulder","Colorado","Boulder County","United States","80303","820 28th St, Boulder, CO 80303, USA","","400 beds","48000","USD","110000","USD","","","https://www.dropbox.com/sh/3m5qomhr4zkbb4f/AACw0I855aEa3pcaRJVNDb1ca?dl=0","","","","","","","0","","0",""
"201","ACC 728 - Irvine, CA deal","Bill Douglas","Bill Douglas","780000","USD","American Campus Communities","3326","Sales Pipeline","Lindsey Dalrymple","5459","MSA Queue to Issue","Lost","2018-05-01 16:52:00","2023-01-31 08:29:02","2021-04-16 19:37:29","","","","2018-10-18 22:30:48","2018-10-18 22:38:38","2018-10-19 15:36:00","2018-10-19 15:36:00","unknown","All users","0","0","0","15","","","780000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","2019-07-15","15000 ARROYO DR., IRVINE CA 92617","","","","15000","Arroyo Drive","","Irvine","California","Orange County","United States","92617","15000 Arroyo Dr, Irvine, CA 92617, USA","","1441 beds","180000","USD","240000","USD","","","https://www.dropbox.com/sh/zf7ypjhbbnbmytv/AAC_90ibhA9CuW941s2wsgnya?dl=0","","","","","","","0","","0",""
"206","SVR - Littleton deal","Bill Douglas","Bill Douglas","171000","USD","SVR Real Estate","3930","Sales Pipeline","Jon Benallo","5994","MSA Under Review by Prospect","Lost","2018-05-08 18:08:02","2023-01-31 08:17:31","2018-05-21 22:18:01","","2018-09-24","","2018-05-25 14:47:05","2018-11-14 16:40:57","2018-12-11 18:08:12","2018-12-11 18:08:12","client leased entire property and didn't execute MSA","All users","1","1","0","28","","","171000","USD","","","","","0","","0","","0","","API","","","","Not archived","","","2018-09-01","2679 West Main Street, Littleton, CO, USA","","","","2679","West Main Street","","Littleton","Colorado","Arapahoe County","United States","80120","2679 W Main St, Littleton, CO 80120, USA","","40000 sq ft","18000","USD","45000","USD","https://opticwise.qwilr.com/OpticWise-proposal-to-SVR-for-2679-Main-St-Littleton-2018-May-12-bCd5FkTS6aK5","","https://www.dropbox.com/sh/9mz4buseoy5cgb2/AADu1H4sKw5dUep_JTqWppyga?dl=0","","","","","","","0","","0",""
"222","AMLI deal","Bill Douglas","Bill Douglas","0","USD","AMLI","4005","Sales Pipeline","Andy Mutz","6206","SQL - Sales Qualified Lead","Lost","2018-08-23 20:12:58","2023-05-25 21:05:14","2019-05-29 17:59:39","","","","2019-03-25 14:43:42","2019-03-25 21:14:24","2023-05-25 21:05:14","2023-05-25 21:05:14","CEO says ""we just do buildings and rent spaces""","All users","0","0","0","30","","","0","USD","","","","","0","","0","","0","","API","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"232","Swinerton deal","Bill Douglas","Bill Douglas","0","USD","Swinerton","4025","Sales Pipeline","Lisa Larance","6240","SQL - Sales Qualified Lead","Lost","2018-10-29 18:54:16","2023-05-25 21:02:47","2019-04-22 15:52:38","","","","2018-10-30 23:02:34","","2023-05-25 21:02:47","2023-05-25 21:02:47","developer, not the owner. no decision maker","All users","0","0","0","6","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"233","RTS deal","Bill Douglas","Bill Douglas","0","USD","Reel Telecommunication Services, LLC","4104","Sales Pipeline","","","MQL","Open","2018-10-30 16:15:27","2023-07-20 19:28:10","2023-07-20 19:28:10","","","","2019-01-22 14:46:42","2019-01-22 13:17:18","","","","All users","0","0","0","19","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
